introduction,name,urlofmajors
,,
"Industrial engineering  is a branch of engineering which deals with the optimization of complex processes, systems, or organizations. Industrial engineers work to eliminate waste of time, money, materials, person-hours, machine time, energy and other resources that do not generate value. According to the Institute of Industrial and Systems Engineers, they create engineering processes and systems that improve quality and productivity.[1]Industrial engineering is concerned with the development, improvement, and implementation of integrated systems of people, money, knowledge, information, equipment, energy, materials, analysis and synthesis, as well as the mathematical, physical and social sciences together with the principles and methods of engineering design to specify, predict, and evaluate the results to be obtained from such systems or processes.[2] While industrial engineering is a longstanding engineering discipline subject to (and eligible for) professional engineering licensure in most jurisdictions, its underlying concepts overlap considerably with certain business-oriented disciplines such as operations management.Depending on the sub-specialties involved, industrial engineering may also be known as, or overlap with, operations research, systems engineering, manufacturing engineering, production engineering, management science, management engineering, financial engineering, ergonomics or human factors engineering, safety engineering, or others, depending on the viewpoint or motives of the user.",Industrial engineering,https://en.wikipedia.org/wiki/Industrial_engineering
,,
"In computer science, digital image processing is the use of computer algorithms to perform image processing on digital images.[1] As a subcategory or field of digital signal processing, digital image processing has many advantages over analog image processing. It allows a much wider range of algorithms to be applied to the input data and can avoid problems such as the build-up of noise and signal distortion during processing. Since images are defined over two dimensions (perhaps more) digital image processing may be modeled in the form of multidimensional systems.",Digital image processing,https://en.wikipedia.org/wiki/Digital_image_processing
,,
"Image analysis is the extraction of meaningful information from images; mainly from digital images by means of digital image processing techniques.[1] Image analysis tasks can be as simple as reading bar coded tags or as sophisticated as identifying a person from their face.Computers are indispensable for the analysis of large amounts of data, for tasks that require complex computation, or for the extraction of quantitative information.  On the other hand, the human visual cortex is an excellent image analysis apparatus, especially for extracting higher-level information, and for many applications ?€? including medicine, security, and remote sensing ?€? human analysts still cannot be replaced by computers.  For this reason, many important image analysis tools such as edge detectors and neural networks are inspired by human visual perception models.",Image analysis,https://en.wikipedia.org/wiki/Image_analysis
,,
This belongs to Disambiguation pages. Open it in your browser,Imaging,https://en.wikipedia.org/wiki/Imaging
,,
"Hydrogen production is the family of industrial methods for generating hydrogen.  Currently the dominant technology for direct production is steam reforming from hydrocarbons. Many other methods are known including electrolysis and thermolysis.In 2006, the United States was estimated to have a production capacity of 11 million tons of hydrogen. 5 million tons of hydrogen were consumed on-site in oil refining, and in the production of ammonia (Haber process) and methanol (reduction of carbon monoxide). 0.4 million tons were an incidental by-product of the chlor-alkali process.[1]  Hydrogen production is an estimated $100 billion industry.[2] According to the U.S. Department of Energy, 53 million metric tons were consumed worldwide in 2004. There are no natural hydrogen deposits, and for this reason the production of hydrogen plays a key role in modern society.[3]As of 1999, the majority of hydrogen (???95%) is produced from fossil fuels by steam reforming or partial oxidation of methane and coal gasification with only a small quantity by other routes such as biomass gasification or electrolysis of water.[4] Around 8GW of electrolysis capacity is installed 
worldwide, accounting for around 4% of global hydrogen production (Decourt et al., 2014). Developing affordable methods for producing hydrogen with less damage to the environment is a goal of the hydrogen economy.",Hydrogen production,https://en.wikipedia.org/wiki/Hydrogen_production
,,
"In physics and engineering, fluid dynamics  is a subdiscipline of fluid mechanics that describes the flow of fluids - liquids and gases.  It has several subdisciplines, including aerodynamics (the study of air and other gases in motion) and hydrodynamics (the study of liquids in motion).  Fluid dynamics has a wide range of applications, including calculating forces and moments on aircraft, determining the mass flow rate of petroleum through pipelines, predicting weather patterns, understanding nebulae in interstellar space and modelling fission weapon detonation,Fluid dynamics offers a systematic structure?€?which underlies these practical disciplines?€?that embraces empirical and semi-empirical laws derived from flow measurement and used to solve practical problems. The solution to a fluid dynamics problem typically involves the calculation of various properties of the fluid, such as flow velocity, pressure, density, and temperature, as functions of space and time.Before the twentieth century, hydrodynamics was synonymous with fluid dynamics.  This is still reflected in names of some fluid dynamics topics, like magnetohydrodynamics and hydrodynamic stability, both of which can also be applied to gases.[1]",Fluid dynamics,https://en.wikipedia.org/wiki/Fluid_dynamics
,,
"Hydraulics (from Greek: ??????????????????) is a technology and applied science using engineering, chemistry, and other sciences involving the mechanical properties and use of liquids. At a very basic level, hydraulics is the liquid counterpart of pneumatics, which concerns gases. Fluid mechanics provides the theoretical foundation for hydraulics, which focuses on the applied engineering using the properties of fluids. In its fluid power applications, hydraulics is used for the generation, control, and transmission of power by the use of pressurized liquids. Hydraulic topics range through some parts of science and most of engineering modules, and cover concepts such as pipe flow, dam design, fluidics and fluid control circuitry. The principles of hydraulics are in use naturally in the human body within the vascular system and erectile tissue.[3][4]
Free surface hydraulics is the branch of hydraulics dealing with free surface flow, such as occurring in rivers, canals, lakes, estuaries and seas. Its sub-field open-channel flow studies the flow in open channels.The word ""hydraulics"" originates from the Greek word ????????????????????? (hydraulikos) which in turn originates from ????????? (hydor, Greek for water) and ??????????? (aulos, meaning pipe).",Hydraulics,https://en.wikipedia.org/wiki/Hydraulics
,,
"Human factors and ergonomics (commonly referred to as human factors) is the application of psychological and physiological principles to the (engineering and) design of products, processes, and systems. The goal of human factors is to reduce human error, increase productivity, and enhance safety and comfort with a specific focus on the interaction between the human and the thing of interest.[1]The field is a combination of numerous disciplines, such as psychology, sociology, engineering, biomechanics, industrial design, physiology, anthropometry, interaction design, visual design, user experience, and user interface design. In research, human factors employs the scientific method to study human behavior so that the resultant data may be applied to the four primary goals. In essence, it is the study of designing equipment, devices and processes that fit the human body and its cognitive abilities. The two terms ""human factors"" and ""ergonomics"" are essentially synonymous.[2][3][4]The International Ergonomics Association defines ergonomics or human factors as follows:[5]",Human factors and ergonomics,https://en.wikipedia.org/wiki/Human_factors_and_ergonomics
,,
"A health system, also sometimes referred to as health care system or as healthcare system, is the organization of people, institutions, and resources that deliver health care services to meet the health needs of target populations.There is a wide variety of health systems around the world, with as many histories and organizational structures as there are nations. Implicitly, nations must design and develop health systems in accordance with their needs and resources, although common elements in virtually all health systems are primary healthcare and public health measures.[1] In some countries, health system planning is distributed among market participants. In others, there is a concerted effort among governments, trade unions, charities, religious organizations, or other co-ordinated bodies to deliver planned health care services targeted to the populations they serve. However, health care planning has been described as often evolutionary rather than revolutionary.[2][3]",Health system,https://en.wikipedia.org/wiki/Health_system
,,
"Heat transfer is a discipline of thermal engineering that concerns the generation, use, conversion, and exchange of thermal energy (heat) between physical systems. Heat transfer is classified into various mechanisms, such as thermal conduction, thermal convection, thermal radiation, and transfer of energy by phase changes. Engineers also consider the transfer of mass of differing chemical species, either cold or hot, to achieve heat transfer. While these mechanisms have distinct characteristics, they often occur simultaneously in the same system.Heat conduction, also called diffusion, is the direct microscopic exchange of kinetic energy of particles through the boundary between two systems. When an object is at a different temperature from another body or its surroundings, heat flows so that the body and the surroundings reach the same temperature, at which point they are in thermal equilibrium. Such spontaneous heat transfer always occurs from a region of high temperature to another region of lower temperature, as described in the second law of thermodynamics.Heat convection occurs when bulk flow of a fluid (gas or liquid) carries heat along with the flow of matter in the fluid. The flow of fluid may be forced by external processes, or sometimes (in gravitational fields) by buoyancy forces caused when thermal energy expands the fluid (for example in a fire plume), thus influencing its own transfer. The latter process is often called ""natural convection"". All convective processes also move heat partly by diffusion, as well. Another form of convection is forced convection. In this case the fluid is forced to flow by use of a pump, fan or other mechanical means.Thermal radiation occurs through a vacuum or any transparent medium (solid or fluid or gas). It is the transfer of energy by means of photons in electromagnetic waves governed by the same laws.[1]",Heat transfer,https://en.wikipedia.org/wiki/Heat_transfer
,,
This belongs to Disambiguation pages. Open it in your browser,Vine (disambiguation),https://en.wikipedia.org/wiki/Vine_(disambiguation)
,,
"Health care or healthcare is the maintenance or improvement of health via the prevention, diagnosis, and  treatment of disease, illness, injury, and other physical and mental impairments in human beings. Healthcare is delivered by health professionals (providers or practitioners) in allied health fields. Physicians and physician associates are a part of these health professionals. Dentistry, midwifery, nursing, medicine, optometry, audiology, pharmacy, psychology, occupational therapy, physical therapy and other health professions are all part of healthcare. It includes work done in providing primary care, secondary care, and tertiary care, as well as in public health.Access to health care may vary across countries, communities, and individuals, largely influenced by social and economic conditions as well as the health policies in place. Countries and jurisdictions have different policies and plans in relation to the personal and population-based health care goals within their societies. Healthcare systems are organizations established to meet the health needs of targeted populations. Their exact configuration varies between national and subnational entities. In some countries and jurisdictions, health care planning is distributed among market participants, whereas in others, planning occurs more centrally among governments or other coordinating bodies. In all cases, according to the World Health Organization (WHO), a well-functioning healthcare system requires a robust financing mechanism; a well-trained and adequately paid workforce; reliable information on which to base decisions and policies; and well maintained health facilities and logistics to deliver quality medicines and technologies.[1]Healthcare can contribute to a significant part of a country's economy. In 2011, the healthcare industry consumed an average of 9.3 percent of the GDP or US$ 3,322 (PPP-adjusted) per capita across the 34 members of OECD countries. The US (17.7%, or US$ PPP 8,508), the Netherlands (11.9%, 5,099), France (11.6%, 4,118), Germany (11.3%, 4,495), Canada (11.2%, 5669), and Switzerland (11%, 5,634) were the top spenders, however life expectancy in total population at birth was highest in Switzerland (82.8 years), Japan and Italy (82.7), Spain and Iceland (82.4), France (82.2) and Australia (82.0), while OECD's average exceeds 80 years for the first time ever in 2011: 80.1 years, a gain of 10 years since 1970. The US (78.7 years) ranges only on place 26 among the 34 OECD member countries, but has the highest costs by far. All OECD countries have achieved universal (or almost universal) health coverage, except the US and Mexico.[2][3] (see also international comparisons.)Health care is conventionally regarded as an important determinant in promoting the general physical and mental health and well-being of people around the world. An example of this was the worldwide eradication of smallpox in 1980, declared by the WHO as the first disease in human history to be completely eliminated by deliberate health care interventions.[4]",Health care,https://en.wikipedia.org/wiki/Health_care
,,
"A graphics processing unit (GPU) is a specialized electronic circuit designed to rapidly manipulate and alter memory to accelerate the creation of images in a frame buffer intended for output to a display device. GPUs are used in embedded systems, mobile phones, personal computers, workstations, and game consoles. Modern GPUs are very efficient at manipulating computer graphics and image processing, and their highly parallel structure makes them more efficient than general-purpose CPUs for algorithms where the processing of large blocks of data is done in parallel. In a personal computer, a GPU can be present on a video card, or it can be embedded on the motherboard or?€?in certain CPUs?€?on the CPU die.[1]The term GPU was popularized by Nvidia in 1999, who marketed the GeForce 256 as ""the world's first GPU"", or Graphics Processing Unit,[2] although the term had been in use since at least the 1980s.[3] It was presented as a ""single-chip processor with integrated transform, lighting, triangle setup/clipping, and rendering engines"".[4] Rival ATI Technologies coined the term ""visual processing unit"" or VPU with the release of the Radeon 9700 in 2002.[5]",Graphics processing unit,https://en.wikipedia.org/wiki/Graphics_processing_unit
,,
"A supercomputer is a computer with a high level of performance compared to a general-purpose computer. Performance of a supercomputer is measured in floating-point operations per second (FLOPS) instead of million instructions per second (MIPS). As of 2017, there are supercomputers which can perform up to nearly a hundred quadrillion FLOPS.[3] As of November 2017, all of the world's fastest 500 supercomputers run Linux-based operating systems.[4] Additional research is being conducted in China, the United States, the European Union, Taiwan and Japan to build even faster, more powerful and more technologically superior exascale supercomputers.[5]Supercomputers play an important role in the field of computational science, and are used for a wide range of computationally intensive tasks in various fields, including quantum mechanics, weather forecasting, climate research, oil and gas exploration, molecular modeling (computing the structures and properties of chemical compounds, biological macromolecules, polymers, and crystals), and physical simulations (such as simulations of the early moments of the universe, airplane and spacecraft aerodynamics, the detonation of nuclear weapons, and nuclear fusion). Throughout their history, they have been essential in the field of cryptanalysis.[6]Supercomputers were introduced in the 1960s, and for several decades the fastest were made by Seymour Cray at Control Data Corporation (CDC), Cray Research and subsequent companies bearing his name or monogram. The first such machines were highly tuned conventional designs that ran faster than their more general-purpose contemporaries. Through the 1960s, they began to add increasing amounts of parallelism with one to four processors being typical. From the 1970s, the vector computing concept with specialized math units operating on large arrays of data came to dominate. A notable example is the highly successful Cray-1 of 1976. Vector computers remained the dominant design into the 1990s. From then until today, massively parallel supercomputers with tens of thousands of off-the-shelf processors became the norm.[7][8]The US has long been a leader in the supercomputer field, first through Cray's almost uninterrupted dominance of the field, and later through a variety of technology companies. Japan made major strides in the field in the 1980s and 90s, but since then China has become increasingly active in the field. As of June 2018, the fastest supercomputer on the TOP500 supercomputer list is the Summit, in the United States, with a LINPACK benchmark score of 122.3??PFLOPS, exceeding the previous record holder, Sunway TaihuLight, by around 29??PFLOPS.[3][9] Sunway TaihuLight's  is notable for its use of indigenous chips and is the first Chinese computer to enter the TOP500 list without using hardware from the United States.  As of June 2018, China had more computers (206) on the TOP500 list than the United States (124); however, US built computers held eight of the top 20 positions;[10][11] the U.S. has six of the top 10 and China has two.",Supercomputer,https://en.wikipedia.org/wiki/Supercomputer
,,
This belongs to Disambiguation pages. Open it in your browser,Energy efficiency,https://en.wikipedia.org/wiki/Energy_efficiency
,,
"Geotechnical engineering is the branch of civil engineering concerned with the engineering behavior of earth materials. Geotechnical     engineering is important in civil engineering, but also has applications in military, mining, petroleum and other engineering disciplines that are concerned with construction occurring on the surface or within the ground. Geotechnical engineering uses principles of soil mechanics and rock mechanics to investigate subsurface conditions and materials; determine the relevant physical/mechanical and chemical properties of these materials; evaluate stability of natural slopes and man-made soil deposits; assess risks posed by site conditions; design earthworks and structure foundations; and monitor site conditions, earthwork and foundation construction.[1][2]A typical geotechnical engineering project begins with a review of project needs to define the required material properties. Then follows a site investigation of soil, rock, fault distribution and bedrock properties on and below an area of interest to determine their engineering properties including how they will interact with, on or in a proposed construction. Site investigations are needed to gain an understanding of the area in or on which the engineering will take place. Investigations can include the assessment of the risk to humans, property and the environment from natural hazards such as earthquakes, landslides, sinkholes, soil liquefaction, debris flows and rockfalls.A geotechnical engineer then determines and designs the type of foundations, earthworks, and/or pavement subgrades required for the intended man-made structures to be built. Foundations are designed and constructed for structures of various sizes such as high-rise buildings, bridges, medium to large commercial buildings, and smaller structures where the soil conditions do not allow code-based design.Foundations built for above-ground structures include shallow and deep foundations. Retaining structures include earth-filled dams and retaining walls. Earthworks include embankments, tunnels, dikes and levees, channels, reservoirs, deposition of hazardous waste and sanitary landfills.Geotechnical engineering is also related to coastal and ocean engineering. Coastal engineering can involve the design and construction of wharves, marinas, and jetties. Ocean engineering can involve foundation and anchor systems for offshore structures such as oil platforms.The fields of geotechnical engineering and engineering geology are closely related, and have large areas of overlap.  However, the field of geotechnical engineering is a specialty of engineering, where the field of engineering geology is a specialty of geology.",Geotechnical engineering,https://en.wikipedia.org/wiki/Geotechnical_engineering
,,
"Electronics comprises the physics, engineering, technology and applications that deal with the emission, flow and control of electrons in vacuum and matter.[1]  The identification of the electron in 1897, along with the invention of vacuum tube, which could amplify and rectify small electrical signals,  inaugurated the field of electronics and the electron age.[2]Electronics deals with electrical circuits that involve active electrical components such as vacuum tubes, transistors, diodes, integrated circuits, optoelectronics, and sensors, associated passive electrical components, and interconnection technologies. Commonly, electronic devices contain circuitry consisting primarily or exclusively of active semiconductors supplemented with passive elements; such a circuit is described as an electronic circuit.The nonlinear behaviour of active components and their ability to control electron flows makes amplification of weak signals possible.  Electronics is widely used in information processing, telecommunication, and signal processing.  The ability of electronic devices to act as switches makes digital information-processing possible.  Interconnection technologies such as circuit boards, electronics packaging technology, and other varied forms of communication infrastructure complete circuit functionality and transform the mixed components into a regular working system.Electrical and  electromechanical science and technology deals with the generation, distribution, switching, storage, and conversion of electrical energy to and from other energy forms (using wires,  motors,  generators, batteries, switches, relays, transformers, resistors, and other passive components). This distinction started around 1906 with the invention by Lee De Forest of the triode, which made electrical  amplification of weak radio signals and audio signals possible with a non-mechanical device.  Until 1950 this field was called ""radio technology"" because its principal application was the design and theory of radio transmitters,  receivers, and vacuum tubes.As of  2018[update] most electronic devices use semiconductor components to perform electron control.  The study of semiconductor devices and related technology is considered a branch of solid-state physics, whereas the design and construction of electronic circuits to solve practical problems come under electronics engineering.  This article focuses on engineering aspects of electronics.",Electronics,https://en.wikipedia.org/wiki/Electronics
,,
"In physics, energy is the quantitative property that must be transferred to an object in order to perform work on, or to heat, the object.[note 1]  Energy is a conserved quantity; the law of conservation of energy states that energy can be converted in form, but not created or destroyed. The SI unit of energy is the joule, which is the energy transferred to an object by the work of moving it a distance of 1 metre against a force of 1 newton.Common forms of energy include the kinetic energy of a moving object, the potential energy stored by an object's position in a force field (gravitational, electric or magnetic), the elastic energy stored by stretching solid objects, the chemical energy released when a fuel burns, the radiant energy carried by light, and the thermal energy due to an object's temperature.Mass and energy are closely related. Due to mass?€?energy equivalence, any object that has mass when stationary (called rest mass) also has an equivalent amount of energy whose form is called rest energy, and any additional energy (of any form) acquired by the object above that rest energy will increase the object's total mass just as it increases its total energy. For example, after heating an object, its increase in energy could be measured as a small increase in mass, with a sensitive enough scale.Living organisms require available energy to stay alive, such as the energy humans get from food.  Human civilization requires energy to function, which it gets from  energy resources such as fossil fuels, nuclear fuel, or renewable energy. The processes of Earth's climate and ecosystem are driven by the radiant energy Earth receives from the sun and the geothermal energy contained within the earth.",Energy,https://en.wikipedia.org/wiki/Energy
,,
"Electromagnetism is a branch of physics involving the study of the electromagnetic force, a type of physical interaction that occurs between electrically charged particles. The electromagnetic force usually exhibits electromagnetic fields such as electric fields, magnetic fields and light, and is one of the four fundamental interactions (commonly called forces) in nature. The other three fundamental interactions are the strong interaction, the weak interaction and gravitation.[1]",Electromagnetism,https://en.wikipedia.org/wiki/Electromagnetism
,,
"Electrochemistry is the branch of physical chemistry that studies the relationship between electricity, as a measurable and quantitative phenomenon, and identifiable chemical change, with either electricity considered an outcome of a particular chemical change or vice versa. These reactions involve electric charges moving between electrodes and an electrolyte (or ionic species in a solution). Thus electrochemistry deals with the interaction between electrical energy and chemical change.When a chemical reaction is caused by an externally supplied current, as in electrolysis, or if an electric current is produced by a spontaneous chemical reaction as in a battery, it is called an electrochemical reaction. Chemical reactions where electrons are transferred directly between molecules and/or atoms are called oxidation-reduction or (redox) reactions. In general, electrochemistry describes the overall reactions when individual redox reactions are separate but connected by an external electric circuit and an intervening electrolyte.",Electrochemistry,https://en.wikipedia.org/wiki/Electrochemistry
,,
"Elderly care, or simply eldercare (also known in parts of the English speaking world as aged care), is the fulfillment of the special needs and requirements that are unique to senior citizens.  This broad term encompasses such services as assisted living, adult day care, long term care, nursing homes (often referred to as residential care), hospice care, and home care. Because of the wide variety of elderly care found nationally, as well as differentiating cultural perspectives on elderly citizens, cannot be limited to any one practice. For example, many countries in Asia use government-established elderly care quite infrequently, preferring the traditional methods of being cared for by younger generations of family members.Elderly care emphasizes the social and personal requirements of senior citizens who need some assistance with daily activities and health care, but who desire to age with dignity. It is an important distinction, in that the design of housing, services, activities, employee training and such should be truly customer-centered. It is also noteworthy that a large amount of global elderly care falls under the unpaid market sector.[1]",Elderly care,https://en.wikipedia.org/wiki/Elderly_care
,,
This page about an IT-related or software-related company or corporation is a stub.,Computer Science and Engineering,https://en.wikipedia.org/wiki/Computer_Science_and_Engineering
,,
"An economic impact analysis (EIA) examines the effect of an event on the economy in a specified area, ranging from a single neighborhood to the entire globe. It usually measures changes in business revenue, business profits, personal wages, and/or jobs.  The economic event analyzed can include implementation of a new policy or project, or may simply be the presence of a business or organization.  An economic impact analysis is commonly conducted when there is public concern about the potential impacts of a proposed project or policy.[1][2]An economic impact analysis typically measures or estimates the change in economic activity between two scenarios, one assuming the economic event occurs, and one assuming it does not occur (which is referred to as the counterfactual case).  This can be accomplished either before or after the event (ex ante or ex post).",Economic impact analysis,https://en.wikipedia.org/wiki/Economic_impact_analysis
,,
"An earthquake (also known as a quake, tremor or temblor) is the shaking of the surface of the Earth, resulting from the sudden release of energy in the Earth's lithosphere that creates seismic waves. Earthquakes can range in size from those that are so weak that they cannot be felt to those violent enough to toss people around and destroy whole cities. The seismicity, or seismic activity, of an area is the frequency, type and size of earthquakes experienced over a period of time. The word tremor is also used for non-earthquake seismic rumbling.At the Earth's surface, earthquakes manifest themselves by shaking and displacing or disrupting the ground. When the epicenter of a large earthquake is located offshore, the seabed may be displaced sufficiently to cause a tsunami. Earthquakes can also trigger landslides, and occasionally volcanic activity.In its most general sense, the word earthquake is used to describe any seismic event ?€? whether natural or caused by humans ?€? that generates seismic waves. Earthquakes are caused mostly by rupture of geological faults, but also by other events such as volcanic activity, landslides, mine blasts, and nuclear tests. An earthquake's point of initial rupture is called its focus or hypocenter. The epicenter is the point at ground level directly above the hypocenter.",Earthquake,https://en.wikipedia.org/wiki/Earthquake
,,
"Distributed computing is a field of computer science that studies distributed systems. A distributed system is a system whose components are located on different networked computers, which then communicate and coordinate their actions by passing messages to one other.[1] The components interact with one other in order to achieve a common goal. Three significant characteristics[why?] of distributed systems are: concurrency of components, lack of a global clock, and independent failure of components.[1] Examples of distributed systems vary from SOA-based systems to massively multiplayer online games to peer-to-peer applications.A computer program that runs within a distributed system is called a distributed program (and distributed programming is the process of writing such programs).[2] There are many different types of implementations for the message passing mechanism, including pure HTTP, RPC-like connectors and message queues[3].Distributed computing also refers to the use of distributed systems to solve computational problems. In distributed computing, a problem is divided into many tasks, each of which is solved by one or more computers,[4] which communicate with each other via message passing.[5]",Distributed computing,https://en.wikipedia.org/wiki/Distributed_computing
,,
This belongs to Disambiguation pages. Open it in your browser,Dynamics,https://en.wikipedia.org/wiki/Dynamics
,,
This page about an IT-related or software-related company or corporation is a stub.,Digital Systems,https://en.wikipedia.org/wiki/Digital_Systems
,,
This belongs to Disambiguation pages. Open it in your browser,Deposition,https://en.wikipedia.org/wiki/Deposition
,,
"Education is the process of facilitating learning, or the acquisition of knowledge, skills, values, beliefs, and habits. Educational methods include storytelling, discussion, teaching, training, and directed research. Education frequently takes place under the guidance of educators, but learners may also educate themselves.[1]  Education can take place in formal or informal settings and any experience that has a formative effect on the way one thinks, feels, or acts may be considered educational. The methodology of teaching is called pedagogy.Formal education is commonly divided formally into such stages as preschool or kindergarten, primary school, secondary school and then college, university, or apprenticeship.A right to education has been recognized by some governments and the United Nations.[2] In most regions, education is compulsory up to a certain age.",Education,https://en.wikipedia.org/wiki/Education
,,
"Design is the creation of a plan or convention for the construction of an object, system or measurable human interaction. Design has different connotations in different fields (see design disciplines below). In some cases, the direct construction of an object (as in pottery, engineering, management, coding, and graphic design) is also considered to use design thinking.Designing often necessitates considering the aesthetic, functional, economic, and sociopolitical dimensions of both the design object and design process. It may involve considerable research, thought, modeling, interactive adjustment, and re-design. Meanwhile, diverse kinds of objects may be designed, including clothing, graphical user interfaces, products, skyscrapers, corporate identities, business processes, and even methods or processes of designing.[1]Thus ""design"" may be a substantive referring to a categorical abstraction of a created thing or things (the design of something), or a verb for the process of creation as is made clear by grammatical context.",Design,https://en.wikipedia.org/wiki/Design
,,
"A decision support system (DSS) is an information system that supports business or organizational decision-making activities. DSSs serve the management, operations and planning levels of an organization (usually mid and higher management) and help people make decisions about problems that may be rapidly changing and not easily specified in advance?€?i.e. unstructured and semi-structured decision problems. Decision support systems can be either fully computerized or human-powered, or a combination of both.While academics have perceived DSS as a tool to support decision making process, DSS users see DSS as a tool to facilitate organizational processes.[1] Some authors have extended the definition of DSS to include any system that might support decision making and some DSS include a decision-making software component; Sprague (1980)[2] defines a properly termed DSS as follows:",Decision support system,https://en.wikipedia.org/wiki/Decision_support_system
,,
"United States federal research funders use the term cyberinfrastructure to describe research environments that support advanced data acquisition, data storage, data management, data integration, data mining, data visualization and other computing and information processing services distributed over the Internet beyond the scope of a single institution.  In scientific usage, cyberinfrastructure is a technological and sociological solution to the problem of efficiently connecting laboratories, data, computers, and people with the goal of enabling derivation of novel scientific theories and knowledge.",Cyberinfrastructure,https://en.wikipedia.org/wiki/Cyberinfrastructure
,,
"Data analysis is a process of inspecting, cleansing, transforming, and modeling data with the goal of discovering useful information, informing conclusions, and supporting decision-making. Data analysis has multiple facets and approaches, encompassing diverse techniques under a variety of names, while being used in different business, science, and social science domains.Data mining is a particular data analysis technique that focuses on modeling and knowledge discovery for predictive rather than purely descriptive purposes, while business intelligence covers data analysis that relies heavily on aggregation, focusing mainly on business information.[1] In statistical applications, data analysis can be divided into descriptive statistics, exploratory data analysis (EDA), and confirmatory data analysis (CDA). EDA focuses on discovering new features in the data while CDA focuses on confirming or falsifying existing hypotheses. Predictive analytics focuses on application of statistical models for predictive forecasting or classification, while text analytics applies statistical, linguistic, and structural techniques to extract and classify information from textual sources, a species of unstructured data. All of the above are varieties of data analysis.Data integration is a precursor to data analysis,[according to whom?] and data analysis is closely linked[how?] to data visualization and data dissemination. The term data analysis is sometimes used as a synonym for data modeling.",Data analysis,https://en.wikipedia.org/wiki/Data_analysis
,,
"A cyber-physical (also styled cyberphysical) system (CPS) is a mechanism that is controlled or monitored by computer-based algorithms, tightly integrated with the Internet and its users. In cyber-physical systems, physical and software components are deeply intertwined, each operating on different spatial and temporal scales, exhibiting multiple and distinct behavioral modalities, and interacting with each other in a lot of ways that change with context.[1] Examples of CPS include smart grid, autonomous automobile systems, medical monitoring, process control systems, robotics systems, and automatic pilot avionics.[2]CPS involves transdisciplinary approaches, merging theory of cybernetics, mechatronics, design and process science.[3][4][5] The process control is often referred to as embedded systems.  In embedded systems, the emphasis tends to be more on the computational elements, and less on an intense link between the computational and physical elements. CPS is also similar to the Internet of Things (IoT), sharing the same basic architecture; nevertheless, CPS presents a higher combination and coordination between physical and computational elements.[6]Precursors of cyber-physical systems can be found in areas as diverse as aerospace, automotive, chemical processes, civil infrastructure, energy, healthcare, manufacturing, transportation, entertainment, and consumer appliances.[2]",Cyber-physical system,https://en.wikipedia.org/wiki/Cyber-physical_system
,,
"Engineering education is the activity of teaching knowledge and principles to the professional practice of engineering. It includes an initial education (bachelor's and/or master's degree), and any advanced education and specializations that follow. Engineering education is typically accompanied by additional postgraduate examinations and supervised training as the requirements for a professional engineering license. The length of education, and training to qualify as a basic professional engineer, is typically 8?€?12 years, with 15?€?20 years for an engineer who takes responsibility for major projects.Science, technology, engineering, and mathematics (STEM) education in primary and secondary schools often serves as the foundation for engineering education at the university level.[1] In the United States, engineering education is a part of the STEM initiative in public schools. Service-learning in engineering education is gaining popularity within the variety of disciplinary focuses within engineering education including mechanical engineering, industrial engineering, computer engineering, electrical engineering, and other engineering education.",Engineering education,https://en.wikipedia.org/wiki/Engineering_education
,,
"Content-based image retrieval (CBIR), also known as query by image content (QBIC) and content-based visual information retrieval (CBVIR) is the application of computer vision techniques to the image retrieval problem, that is, the problem of searching for digital images in large databases (see this survey[1] for a recent scientific overview of the CBIR field). Content-based image retrieval is opposed to traditional concept-based approaches (see Concept-based image indexing).""Content-based"" means that the search analyzes the contents of the image rather than the metadata such as keywords, tags, or descriptions associated with the image. The term ""content"" in this context might refer to colors, shapes, textures, or any other information that can be derived from the image itself.  CBIR is desirable because searches that rely purely on metadata are dependent on annotation quality and completeness.Having humans manually annotate images by entering keywords or metadata in a large database can be time consuming and may not capture the keywords desired to describe the image.  The evaluation of the effectiveness of keyword image search is subjective and has not been well-defined.  In the same regard, CBIR systems have similar challenges in defining success.[2] ""Keywords also limit the scope of queries to the set of predetermined criteria."" and, ""having been set up"" are less reliable than using the content itself.[3]",Content-based image retrieval,https://en.wikipedia.org/wiki/Content-based_image_retrieval
,,
"In mathematics, convex geometry is the branch of geometry studying convex sets, mainly in Euclidean space. Convex sets occur naturally in many areas: computational geometry, convex analysis, discrete geometry, functional analysis, geometry of numbers, integral geometry, linear programming, probability theory, etc.",Convex geometry,https://en.wikipedia.org/wiki/Convex_geometry
,,
"""Controls"", released in March 2018 by Saved By Vinyl, Tiny Room Records, and Moorworks Records[1] is one of two singles for Astral Swans' 2018 release Strange Prison.[2][3]",Controls,https://en.wikipedia.org/wiki/Controls
,,
