abstract,authors,id,title,url 
"The function of a protein is largely determined by its three-dimensional structure and its interactions with other proteins. Changes to a protein's amino acid sequence can alter its function by perturbing the energy landscapes of protein folding and binding. Many tools have been developed to predict the energetic effect of amino acid changes, utilizing features describing the sequence of a protein, the structure of a protein, or both. Those tools can have many applications, such as distinguishing between deleterious and benign mutations and designing proteins and peptides with attractive properties. In this chapter, we describe how to use one of such tools, ELASPIC, to predict the effect of mutations on the stability of proteins and the affinity between proteins, in the context of a human protein-protein interaction network. ELASPIC uses a wide range of sequential and structural features to predict the change in the Gibbs free energy for protein folding and protein-protein interactions. It can be used both through a web server and as a stand-alone application. Since ELASPIC was trained using homology models and not crystal structures, it can be applied to a much broader range of proteins than traditional methods. It can leverage precalculated sequence alignments, homology models, and other features, in order to drastically lower the amount of time required to evaluate individual mutations and make tractable the analysis of millions of mutations affecting the majority of proteins in a genome.","Strokach A
Corbi-Verge C
Teyra J
Kim PM
","(PMID:30298389
)",Predicting the Effect of Mutations on Protein Folding and Protein-Protein Interactions.,https://europepmc.org/abstract/MED/30298389%0A
"The variational auto-encoder (VAE) is a powerful and scalable deep generative model. Under the architecture of VAE, the choice of the approximate posterior distribution is one of the crucial issues, and it has a significant impact on tractability and flexibility of the VAE. Generally, latent variables are assumed to be normally distributed with a diagonal covariance matrix, however, it is not flexible enough to match the true complex posterior distribution. We introduce a novel approach to design a flexible and arbitrarily complex approximate posterior distribution. Unlike VAE, firstly, an initial density is constructed by a Gaussian mixture model, and each component has a diagonal covariance matrix. Then this relatively simple distribution is transformed into a more flexible one by applying a sequence of invertible Householder transformations until the desired complexity has been achieved. Additionally, we also give a detailed theoretical and geometric interpretation of Householder transformations. Lastly, due to this change of approximate posterior distribution, the Kullback-Leibler distance between two mixture densities is required to be calculated, but it has no closed form solution. Therefore, we redefine a new variational lower bound by virtue of its upper bound. Compared with other generative models based on similar VAE architecture, our method achieves new state-of-the-art results on benchmark datasets including MNIST, Fashion-MNIST, Omniglot and Histopathology data a more challenging medical images dataset, the experimental results show that our method can improve the flexibility of posterior distribution more effectively.","Liu G
Liu Y
Guo M
Li P
Li M
","(PMID:30408693
)",Variational inference with Gaussian mixture model and householder flow.,https://europepmc.org/abstract/MED/30408693%0A
"Mobile Crowdsensing (MCS) is a paradigm for collecting large-scale sensor data by leveraging mobile devices equipped with small and low-powered sensors. MCS has recently received considerable attention from diverse fields, because it can reduce the cost incurred in the process of collecting a large amount of sensor data. However, in the task assignment process in MCS, to allocate the requested tasks efficiently, the workers need to send their specific location to the requester, which can raise serious location privacy issues. In this paper, we focus on the methods for publishing differentially a private spatial histogram to guarantee the location privacy of the workers. The private spatial histogram is a sanitized spatial index where each node represents the sub-regions and contains the noisy counts of the objects in each sub-region. With the sanitized spatial histograms, it is possible to estimate approximately the number of workers in the arbitrary area, while preserving their location privacy. However, the existing methods have given little concern to the domain size of the input dataset, leading to the low estimation accuracy. This paper proposes a partitioning technique SAGA (Skew-Aware Grid pArtitioning) based on the hotspots, which is more appropriate to adjust the domain size of the dataset. Further, to optimize the overall errors, we lay a uniform grid in each hotspot. Experimental results on four real-world datasets show that our method provides an enhanced query accuracy compared to the existing methods.","Kim JS
Chung YD
Kim JW
","(PMID:30380798
)",Differentially Private and Skew-Aware Spatial Decompositions for Mobile Crowdsensing.,https://europepmc.org/abstract/MED/30380798%0A
No abstract provided.,"Geller J
Perl Y
Cui L
Zhang GQ
","(PMID:30205171
)",Quality assurance of biomedical terminologies and ontologies.,https://europepmc.org/abstract/MED/30205171%0A
"The accuracy and diversity of recommendation algorithms have always been the research hotspot of recommender systems. A good recommender system should not only have high accuracy and diversity, but also have adequate robustness against spammer attacks. However, the issue of recommendation robustness has received relatively little attention in the literature. In this paper, we systematically study the influences of different spammer behaviors on the recommendation results in various recommendation algorithms. We further propose an improved algorithm by incorporating the inner-similarity of user's purchased items in the classic KNN approach. The new algorithm effectively enhances the robustness against spammer attacks and thus outperforms traditional algorithms in recommendation accuracy and diversity when spammers exist in the online commercial systems.","Zhang C
Liu J
Qu Y
Han T
Ge X
Zeng A
","(PMID:30383766
 PMCID:PMC6211683)",Enhancing the robustness of recommender systems against spammers.,https://europepmc.org/abstract/MED/30383766%0A
"Malaria parasitemia diagnosis and grading is hard and still far from perfection. Inaccurate diagnosis and grading has caused tremendous deaths rate particularly in young children worldwide. The current research deeply reviews automated malaria parasitemia diagnosis and grading in thin blood smear digital images through image analysis and computer vision based techniques. Actually, state-of-the-art reveals that current proposed practices present partially or morphology dependent solutions to the problem of computer vision based microscopy diagnosis of malaria parasitemia. Accordingly, a deep appraisal of the current practices is investigated, compared and analyzed on benchmark datasets. The open gaps are highlighted and the future directions are laid down for a complete automated microscopy diagnosis for malaria parasitemia based on those factors that have not been affected by other diseases. Moreover, a general computer vision framework to perform malaria parasitemia estimation/grading is constructed in universal directions. Finally, remaining problems are highlighted and possible directions are suggested. RESEARCH HIGHLIGHTS: The current research presents a microscopic malaria parasitemia diagnosis and grading of malaria in thin blood smear digital images through image analysis and computer vision based techniques. The open gaps are highlighted and future directions for a complete automated microscopy diagnosis of malaria parasitemia mentioned.","Rehman A
Abbas N
Saba T
Mehmood Z
Mahmood T
Ahmed KT
","(PMID:30207623
)",Microscopic malaria parasitemia diagnosis and grading on benchmark datasets.,https://europepmc.org/abstract/MED/30207623%0A
"Recently released large-scale neuron morphological data has greatly facilitated the research in neuroinformatics. However, the sheer volume and complexity of these data pose significant challenges for efficient and accurate neuron exploration. In this paper, we propose an effective retrieval framework to address these problems, based on frontier techniques of deep learning and binary coding. For the first time, we develop a deep learning based feature representation method for the neuron morphological data, where the 3D neurons are first projected into binary images and then learned features using an unsupervised deep neural network, i.e., stacked convolutional autoencoders (SCAEs). The deep features are subsequently fused with the hand-crafted features for more accurate representation. Considering the exhaustive search is usually very time-consuming in large-scale databases, we employ a novel binary coding method to compress feature vectors into short binary codes. Our framework is validated on a public data set including 58,000 neurons, showing promising retrieval precision and efficiency compared with state-of-the-art methods. In addition, we develop a novel neuron visualization program based on the techniques of augmented reality (AR), which can help users take a deep exploration of neuron morphologies in an interactive and immersive manner.","Li Z
Butler E
Li K
Lu A
Ji S
Zhang S
","(PMID:29435954
)",Large-scale Exploration of Neuronal Morphologies Using Deep Learning and Augmented Reality.,https://europepmc.org/abstract/MED/29435954%0A
"Clusters retrieved by generic Adaptive Resonance Theory (ART) networks are limited to their internal categorical representation. This study extends the capabilities of ART by incorporating multiple vigilance thresholds in a single network: stricter (data compression) and looser (cluster similarity) vigilance values are used to obtain a many-to-one mapping of categories-to-clusters. It demonstrates this idea in the context of Fuzzy ART, presented as Dual Vigilance Fuzzy ART (DVFA), to improve the ability to capture clusters with arbitrary geometry. DVFA outperformed Fuzzy ART for the datasets in our experiments while yielding a statistically-comparable performance to another more complex, multi-prototype Fuzzy ART-based architecture.","Brito da Silva LE
Elnabarawy I
Wunsch DC 2nd
","(PMID:30388429
)",Dual vigilance fuzzy adaptive resonance theory.,https://europepmc.org/abstract/MED/30388429%0A
"Theoretical biology is a field that attempts to understand the complex phenomena of life in terms of mathematical and physical principles. Likewise, theoretical medicine employs mathematical arguments and models as a methodology in approaching the complexities of human disease. Naturally, these concepts can be applied to dermatology. There are many possible methods available in the theoretical investigation of skin disease. A number of examples are presented briefly. These include the mathematical modelling of pattern formation in congenital naevi and erythema gyratum repens, an information-theoretic approach to the analysis of genetic networks in autoimmunity, and computer simulations of early melanoma growth. To conclude, an analogy is drawn between the behaviour of well-known physical processes, such as earthquakes, and the spatio-temporal evolution of skin disease. Creating models in skin disease can lead to predictions that can be investigated experimentally or by observation and offer the prospect of unexpected or important insights into pathogenesis.","Gilmore S
","(PMID:15842395
)","Modelling skin disease: lessons from the worlds of mathematics, physics and computer science.",https://europepmc.org/abstract/MED/15842395%0A
"Many motion sensor-based applications have been developed in recent years because they provide useful information about daily activities and current health status of users. However, most of these applications require knowledge of sensor positions. Therefore, this research focused on the problem of detecting sensor positions. We collected standing-still and walking sensor data at various body positions from ten subjects. The offset values were removed by subtracting the sensor data of standing-still phase from the walking data for each axis of each sensor unit. Our hierarchical classification technique is based on optimizing local classifiers. Many common features are computed, and informative features are selected for specific classifications. In this approach, local classifiers such as arm-side and hand-side discriminations yielded F1-scores of 0.99 and 1.00, correspondingly. Overall, the proposed method achieved an F1-score of 0.81 and 0.84 using accelerometers and gyroscopes, respectively. Furthermore, we also discuss contributive features and parameter tuning in this analysis.","Sang VNT
Yano S
Kondo T
","(PMID:30356012
)",On-Body Sensor Positions Hierarchical Classification.,https://europepmc.org/abstract/MED/30356012%0A
"Neurons communicate nonlinearly through spike activities. Generalized linear models (GLMs) describe spike activities with a cascade of a linear combination across inputs, a static nonlinear function, and an inhomogeneous Bernoulli or Poisson process, or Cox process if a self-history term is considered. This structure considers the output nonlinearity in spike generation but excludes the nonlinear interaction among input neurons. Recent studies extend GLMs by modeling the interaction among input neurons with a quadratic function, which considers the interaction between every pair of input spikes. However, quadratic effects may not fully capture the nonlinear nature of input interaction. We therefore propose a staged point-process model to describe the nonlinear interaction among inputs using a few hidden units, which follows the idea of artificial neural networks. The output firing probability conditioned on inputs is formed as a cascade of two linear-nonlinear (a linear combination plus a static nonlinear function) stages and an inhomogeneous Bernoulli process. Parameters of this model are estimated by maximizing the log likelihood on output spike trains. Unlike the iterative reweighted least squares algorithm used in GLMs, where the performance is guaranteed by the concave condition, we propose a modified Levenberg-Marquardt (L-M) algorithm, which directly calculates the Hessian matrix of the log likelihood, for the nonlinear optimization in our model. The proposed model is tested on both synthetic data and real spike train data recorded from the dorsal premotor cortex and primary motor cortex of a monkey performing a center-out task. Performances are evaluated by discrete-time rescaled Kolmogorov-Smirnov tests, where our model statistically outperforms a GLM and its quadratic extension, with a higher goodness-of-fit in the prediction results. In addition, the staged point-process model describes nonlinear interaction among input neurons with fewer parameters than quadratic models, and the modified L-M algorithm also demonstrates fast convergence.","Qian C
Sun X
Zhang S
Xing D
Li H
Zheng X
Pan G
Wang Y
","(PMID:30314427
)",Nonlinear Modeling of Neural Interaction for Spike Prediction Using the Staged Point-Process Model.,https://europepmc.org/abstract/MED/30314427%0A
"Investigation into the network of protein-protein interactions (PPIs) will provide valuable insights into the inner workings of cells. Accordingly, it is crucially important to develop an automated method or high-throughput tool that can efficiently predict the PPIs. In this study, a new predictor, called ""iPPI-PseAAC(CGR)"", was developed by incorporating the information of ""chaos game representation"" into the PseAAC (Pseudo Amino Acid Composition). The advantage by doing so is that some key sequence-order or sequence-pattern information can be more effectively incorporated during the treatment of the protein pair samples. The operation engine used in this predictor is the random forests algorithm. It has been observed via the cross-validations on the widely used benchmark datasets that the success rates achieved by the proposed predictor are remarkably higher than those by its existing counterparts. For the convenience of the most experimental scientists, a user-friendly web-server for the new predictor has been established at http://www.jci-bioinfo.cn/iPPI-PseAAC(CGR), by which users can easily get their desired results without the need to go through the detailed mathematics.","Jia J
Li X
Qiu W
Xiao X
Chou KC
","(PMID:30312687
)",iPPI-PseAAC(CGR): Identify protein-protein interactions by incorporating chaos game representation into PseAAC.,https://europepmc.org/abstract/MED/30312687%0A
"Living organisms must maintain proper regulation including defense and healing. Life-threatening problems may be caused by pathogens or an organism's own cells' deficiency or hyperactivity, in cancer or auto-immunity. Life evolved solutions to these problems that can be conceptualized through the lens of information security, which is a well-developed field in computer science. Here I argue that taking an information security view of cell biology is not merely semantics, but useful to explain features of cell signaling and regulation. It also offers a conduit for cross-fertilization of advanced ideas from computer science, and the potential for biology to inform computer science. First, I consider whether cells use passwords, i.e., precise initiation sequences that are required for subsequent signals to have any effect, by analyzing chromatin regulation and cellular reprogramming. Second, I consider whether cells use the more advanced security feature of encryption. Encryption could benefit cells by making it more difficult for pathogens to hijack cell networks. Because the 'language' of cell signaling is unknown, i.e., similar to an alien language detected by SETI, I use information theory to consider the general case of how non-randomness filters can be used to recognize (1) that a data stream encodes a language, rather than noise, and (2) quantitative criteria for whether an unknown language is encrypted. This leads to the result that an unknown language is encrypted if efforts at decryption produce sharp decreases in entropy and increases in mutual information. A fully decrypted language should have minimum entropy and maximum mutual information. The magnitude of which should scale with language complexity. I demonstrate this with a simple numerical experiment on English language text encrypted with a basic polyalphabetic cipher. I conclude with unanswered questions for future research.","Root A
","(PPR:PPR57559
)",Do Cells use Passwords? Do they Encrypt Information?,https://europepmc.org/abstract/PPR/PPR57559%0A
"SIGNIFICANCE:Computer-specific progressive addition lenses (PC-PALs) are shown to reduce computer vision syndrome (CVS) symptoms, increase visual comfort and tolerance, and improve body posture at the personal computer. They are highly preferred by computer workers. Increasing their use may aid prevention measures within the workplace health management. PURPOSE:This study investigates whether technical differences between general-purpose progressive addition lenses (GP-PALs) and PC-PALs are subjectively manifest in CVS. MATERIALS AND METHODS:One hundred ninety presbyopic visual display unit (VDU) workers aged 53 ± 6 years (mean ± SD) were fitted with GP-PALs and PC-PALs in a subject-masked, randomized, crossover study. Subjects tested both corrections at their personal workplace for 2 weeks each, for VDU work only. Comfort and lens type preferences were assessed using a 24-item questionnaire developed for this study. RESULTS:Computer vision syndrome was perceived approximately seven times more often with GP-PALs compared with PC-PALs. Eighty-four percent of subjects preferred PC-PALs for their VDU work. Computer-specific progressive addition lenses ratings were statistically and clinically significantly better than GP-PALs (5.95 vs. 4.42 of 7 points; 1.53; 95% confidence interval, 1.20 to 1.85). An existing ametropia or prior experience with PALs did not influence the score. Only 14.2% of subjects had received information about specific VDU eyewear from their optician or optometrist, whereas 79% expressed the wish to be informed about these products. CONCLUSIONS:Computer-specific progressive addition lenses reduce the perception of the CVS and are highly preferred by VDU workers.","Kolbe O
Degle S
","(PMID:30339644
)",Presbyopic Personal Computer Work: A Comparison of Progressive Addition Lenses for General Purpose and Personal Computer Work.,https://europepmc.org/abstract/MED/30339644%0A
"BACKGROUND:Smoking cessation is the most common preventative for an array of diseases, including lung cancer and chronic obstructive pulmonary disease. Although there are many efforts advocating for smoking cessation, smoking is still highly prevalent. For instance, in the USA in 2015, 50% of all smokers attempted to quit smoking, and only 5-7% of them succeeded - with slight deviation depending on external assistance. Previous studies show that computer-tailored messages which support smoking abstinence are effective. The combination of health recommender systems and behavioral-change theories is becoming increasingly popular in computer-tailoring. The objective of this study is to evaluate patients's smoking cessation rates by means of two randomized controlled trials using computer-tailored motivational messages. A group of 100 patients will be recruited in medical centers in Taiwan (50 patients in the intervention group, and 50 patients in the control group), and a group of 1000 patients will be recruited on-line (500 patients in the intervention group, and 500 patients in the control group). The collected data will be made available to the public in an open-source data portal. METHODS:Our study will gather data from two sources. The first source is a clinical pilot in which a group of patients from two Taiwanese medical centers will be randomly assigned to either an intervention or a control group. The intervention group will be provided with a mobile app that sends motivational messages selected by a recommender system that takes the user profile (including gender, age, motivations, and social context) and similar users' opinions. For 6 months, the patients' smoking activity will be followed up, and confirmed as ""smoke-free"" by using a test that measures expired carbon monoxide and urinary cotinine levels. The second source will be a public pilot in which Internet users wanting to quit smoking will be able to download the same mobile app as used in the clinical pilot. They will be randomly assigned to a control group that receives basic motivational messages or to an intervention group, that receives personalized messages by the recommender system. For 6 months, patients in the public pilot will be assessed periodically with self-reported questionnaires. DISCUSSION:This study will be the first to use the I-Change behavioral-change model in combination with a health recommender system and will, therefore, provide relevant insights into computer-tailoring for smoking cessation. If our hypothesis is validated, clinical practice for smoking cessation would benefit from the use of our mobile solution. TRIAL REGISTRATION:ClinicalTrials.gov, ID: NCT03108651 . Registered on 11 April 2017.","Hors-Fraile S
Malwade S
Spachos D
Fernandez-Luque L
Su CT
Jeng WL
Syed-Abdul S
Bamidis P
Li YJ
","(PMID:30413176
 PMCID:PMC6230227)",A recommender system to quit smoking with mobile motivational messages: study protocol for a randomized controlled trial.,https://europepmc.org/abstract/MED/30413176%0A
"Although tracking research has achieved excellent performance in mathematical angles, it is still meaningful to analyze tracking problems from multiple perspectives. This motivation not only promotes the independence of tracking research but also increases the flexibility of practical applications. This paper presents a significant tracking framework based on the multi-dimensional state⁻action space reinforcement learning, termed as multi-angle analysis collaboration tracking (MACT). MACT is comprised of a basic tracking framework and a strategic framework which assists the former. Especially, the strategic framework is extensible and currently includes feature selection strategy (FSS) and movement trend strategy (MTS). These strategies are abstracted from the multi-angle analysis of tracking problems (observer's attention and object's motion). The content of the analysis corresponds to the specific actions in the multidimensional action space. Concretely, the tracker, regarded as an agent, is trained with Q-learning algorithm and ϵ -greedy exploration strategy, where we adopt a customized rewarding function to encourage robust object tracking. Numerous contrast experimental evaluations on the OTB50 benchmark demonstrate the effectiveness of the strategies and improvement in speed and accuracy of MACT tracker.","Xue W
Feng Z
Xu C
Meng Z
Zhang C
","(PMID:30355977
)",Adaptive Object Tracking via Multi-Angle Analysis Collaboration.,https://europepmc.org/abstract/MED/30355977%0A
"Recently, remote points-of-care as a novel medical model has emerged and received considerable attention due to its convenient medical services such as efficient real-time monitoring and prompt information feedback. Although the points-of-care has more attractive advantages compared with traditional health care systems, some important issues still require a serious consideration such as privacy protection and the security of the transmitted biomedical signals. In this study, we propose a novel authentication and key agreement mechanism that ensures privacy preservation and provides biomedical signals protection during the communication process by negotiating a shared key to encrypt/decrypt sensitive information. Chaotic maps are employed in our design to achieve mutual authentication and key agreement for resource-constrained points-of-care, which also increases the efficiency in comparison with those schemes designed by Elliptic Curve Cryptography or RSA. Furthermore, dynamic identities are adopted in the proposed scheme to achieve user anonymity and user untraceability for the high-privacy-required points-of-care. The security of the proposed scheme is proven via Real-or-Random model. The performance analysis shows that the proposed scheme reduces computational overhead in comparison with the state-of-the-art schemes.","Zhang L
Luo H
Zhao L
Zhang Y
","(PMID:30390144
)",Privacy Protection for Point-of-Care Using Chaotic Maps-Based Authentication and Key Agreement.,https://europepmc.org/abstract/MED/30390144%0A
"Problem Solving (PS) skills allow students to handle problems within an educational context. PS is a core competence of Computer Science education and affects programming success. In this vein, this paper aims to investigate PS ability performance in primary school pupils of a computer course, implemented according to the Neo-Piagetian theory of cognitive development. The study included 945 Slovenian pupils, ranging from fourth to sixth grade. The effects of gender, age and consecutive years of attending the course were examined on pupils' PS ability at the pre-operational and concrete operational stages. Pupils completed a survey questionnaire with four types of tasks (a series of statements, if-statements, loops and variables) at both stages. The analysis revealed three findings: the performance of PS ability in all tasks was, at the pre-operational stage, associated positively with performance at the concrete operational stage; there were no gender differences in PS performance at both stages, and both the grade and consecutive year of taking the computer course had an effect on PS ability performance at both stages. Those in the lowest grade and those taking the course for the first year reported lower performances than their older counterparts. These findings may help curriculum designers across the world develop efficient approaches to teaching computer courses.","Kožuh I
Krajnc R
Hadjileontiadis LJ
Debevc M
","(PMID:30208039
 PMCID:PMC6135368)",Assessment of problem solving ability in novice programmers.,https://europepmc.org/abstract/MED/30208039%0A
"Although combining data from multiple entities could power life-saving breakthroughs, open sharing of pharmacological data is generally not viable because of data privacy and intellectual property concerns. To this end, we leverage modern cryptographic tools to introduce a computational protocol for securely training a predictive model of drug-target interactions (DTIs) on a pooled dataset that overcomes barriers to data sharing by provably ensuring the confidentiality of all underlying drugs, targets, and observed interactions. Our protocol runs within days on a real dataset of more than 1 million interactions and is more accurate than state-of-the-art DTI prediction methods. Using our protocol, we discover previously unidentified DTIs that we experimentally validated via targeted assays. Our work lays a foundation for more effective and cooperative biomedical research.","Hie B
Cho H
Berger B
","(PMID:30337410
)",Realizing private and practical pharmacological collaboration.,https://europepmc.org/abstract/MED/30337410%0A
"There are several kinds of Chinese herbal medicines originating from diverse sources. However, the rapid taxonomic identification of large quantities of Chinese herbal medicines is difficult using traditional methods, and the process of identification itself is prone to error. Therefore, the traditional methods of Chinese herbal medicine identification must meet higher standards of accuracy. With the rapid development of bioinformatics, methods relying on bioinformatics strategies offer advantages with respect to the speed and accuracy of the identification of Chinese herbal medicine ingredients. This article reviews the applicability and limitations of biochip and DNA barcoding technology in the identification of Chinese herbal medicines. Furthermore, the future development of the two technologies of interest is discussed.","Han K
Wang M
Zhang L
Wang C
","(PMID:30360419
 PMCID:PMC6222746)",Application of Molecular Methods in the Identification of Ingredients in Chinese Herbal Medicines.,https://europepmc.org/abstract/MED/30360419%0A
"Security is the most critical issue amid transmission of medical images because it contains sensitive information of patients. Medical image security is an essential method for secure the sensitive data when computerized images and their relevant patient data are transmitted across public networks. In this paper, the dual encryption procedure is utilized to encrypt the medical images. Initially Blowfish Encryption is considered and then signcryption algorithm is utilized to confirm the encryption model. After that, the Opposition based Flower Pollination (OFP) is utilized to upgrade the private and public keys. The performance of the proposed strategy is evaluated using performance measures such as Peak Signal to Noise Ratio (PSNR), entropy, Mean Square Error (MSE), and Correlation Coefficient (CC).","Avudaiappan T
Balasubramanian R
Pandiyan SS
Saravanan M
Lakshmanaprabu SK
Shankar K
","(PMID:30244385
)",Medical Image Security Using Dual Encryption with Oppositional Based Optimization Algorithm.,https://europepmc.org/abstract/MED/30244385%0A
"The detection of a silent interval or gap provides important insight into temporal processing by the auditory system. Previous research has uncovered a multitude of empirical findings leaving the mechanism of gap detection poorly understood and key issues unresolved. Here, we expand the findings by measuring psychometric functions for a number of conditions including both across-frequency and across-intensity gap detection as a first study of its kind. A model is presented which not only accounts for our findings in a quantitative manner, but also helps frame the body of work on auditory gap research. The model is based on the peripheral response and postulates that the identification of gap requires the detection of activity associated with silence.","Mori S
Kikuchi Y
Hirose N
Lepage H
Wong W
","(PMID:30343329
)",Auditory gap detection: psychometric functions and insights into the underlying neural activity.,https://europepmc.org/abstract/MED/30343329%0A
"In the version of this article originally published, there was an error in the URL linked to by an accession code in the data availability section of the methods. The erroneous URL was: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100351 . The correct URL is: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115821 . The error has been corrected in the HTML and PDF versions of this article.","Auslander N
Zhang G
Lee JS
Frederick DT
Miao B
Moll T
Tian T
Wei Z
Madan S
Sullivan RJ
Boland G
Flaherty K
Herlyn M
Ruppin E
","(PMID:30333558
)",Publisher Correction: Robust prediction of response to immune checkpoint blockade therapy in metastatic melanoma.,https://europepmc.org/abstract/MED/30333558%0A
"One of the most important issues in predictive modeling is to determine major cause factors of a phenomenon and causal relationships between them. Extracting causal relationships between parameters in a natural phenomenon can be accomplished through checking the parameters' changes in consecutive events. In addition, using information and probabilistic theory help better conception of causal relationships of a phenomenon. Therefore, probabilistic causal discovery from sequential data of a natural phenomenon can be useful for dimension reduction and predicting the future trend of a process. In this paper, we introduce a novel method for causal discovery from a sequential data based on a probabilistic causal graph. In this method, first, Causal Feature Dependency matrix (CFD matrix) is generated based on the features' changes in consecutive events. Then, a probabilistic causal graph is created from CFD matrix. In this graph, some valueless features will be eliminated on the basis of entropy value of each conditional density function. Finally, prediction operation is performed based on the output of causal graph. Experimental results on the Pooled Resource Open-Access ALS Clinical Trials (PRO-ACT) sequential data set from Amyotrophic Lateral Sclerosis (ALS) disease show that our proposed algorithm can predict the progression rate of ALS disease properly with high precision.","Ahangaran M
Jahed-Motlagh MR
Minaei-Bidgoli B
","(PMID:30339928
)",Causal Discovery from Sequential Data in ALS Disease based on Entropy Criteria.,https://europepmc.org/abstract/MED/30339928%0A
"The key of a surgical treatment for the lung cancer is to remove the infected part with the least excision and to retain most of the healthy lung tissue. The traditional computer surgery assisted system show that the patient's CT images or three-dimensional structure in the PC screen. This assisted system is not a real three-dimensional system and can't display well the position of pulmonary vessels and trachea of the patients to surgeon. To solve the problem, a computer assisted system for precise lung surgery for precise surgery based on medical image and VR is developed in this paper. Firstly, the regional growth and filling algorithm is designed to segment lung trachea and lung vessels. Then, the reference edge grid algorithm is used to construct the model of the segmentation trachea and lung vessels. And the models are saved as an identifiable STL type file. Finally, according to the system analysis for the specific system function, the computer assisted system is implemented to display the three-dimensional pulmonary vessels and trachea on the mixed reality device. The surgeons can observe and interface precisely the real three-dimensional lung structure of the patient to help them operate accurately the lung surgery.","Tan W
Ge W
Hang Y
Wu S
Liu S
Liu M
","(PMID:30279980
)",Computer assisted system for precise lung surgery based on medical image computing and mixed reality.,https://europepmc.org/abstract/MED/30279980%0A
"BACKGROUND:In the past, manufacture of prosthetic socket by using traditional handmade method not only consumed research time but also required a special assembly approach. Recently, reverse engineering and rapid prototype technology have grown up explosively, and thus, provide a choice to fabricate prosthetic socket. METHODS:Application 3D computer aided design and manufacturing (computer-aided design/computer-aided engineering) tools approach the surface shape stump data is digitized and can be easily modified and reused. Collocation investigates gait parameters of prosthetic socket, and interface stress between stump and socket with different processing conditions. Meanwhile, questionnaire was utilized to survey satisfaction rating scale, comfort level, of subjects using this kind of artificial device. RESULTS:The main outcome of current research including gait parameters, stress interface and satisfaction rating scale those would be an informative reference for further studies in design and manufacture as well as clinical applications of prosthetic sockets. CONCLUSIONS:This study found that, regardless of the method used for socket fabrication, most stress was concentrated in tibia end pressure-relief area. This caused discomfort in the area of tibia end to the participant wearing prosthesis. This discomfort was most evident in case when the prosthetic socket was fabricated using RE and RP.","Hsu CH
Ou CH
Hong WL
Gao YH
","(PMID:30396348
 PMCID:PMC6219010)",Comfort level discussion for prosthetic sockets with different fabricating processing conditions.,https://europepmc.org/abstract/MED/30396348%0A
"Accumulated studies have shown that environmental factors (EFs) can regulate the expression of microRNA (miRNA) which is closely associated with several diseases. Therefore, identifying miRNA-EF associations can facilitate the study of diseases. Recently, several computational methods have been proposed to explore miRNA-EF interactions. In this paper, a novel computational method, MEI-BRWMLL, is proposed to uncover the relationship between miRNA and EF. The similarities of miRNA-miRNA are calculated by using miRNA sequence, miRNA-EF interaction, and the similarities of EF-EF are calculated based on the anatomical therapeutic chemical information, chemical structure and miRNA-EF interaction. The similarity network fusion is used to fuse the similarity between miRNA and the similarity between EF, respectively. Further, the multiple-label learning and bi-random walk are employed to identify the association between miRNA and EF. The experimental results show that our method outperforms the state-of-the-art algorithms.","Luo H
Lan W
Chen Q
Wang Z
Liu Z
Yue X
Zhu L
","(PMID:30249984
 PMCID:PMC6222788)",Inferring microRNA-Environmental Factor Interactions Based on Multiple Biological Information Fusion.,https://europepmc.org/abstract/MED/30249984%0A
"CircRNAs have particular biological structure and have proven to play important roles in diseases. It is time-consuming and costly to identify circRNA-disease associations by biological experiments. Therefore, it is appealing to develop computational methods for predicting circRNA-disease associations. In this study, we propose a new computational path weighted method for predicting circRNA-disease associations. Firstly, we calculate the functional similarity scores of diseases based on disease-related gene annotations and the semantic similarity scores of circRNAs based on circRNA-related gene ontology, respectively. To address missing similarity scores of diseases and circRNAs, we calculate the Gaussian Interaction Profile (GIP) kernel similarity scores for diseases and circRNAs, respectively, based on the circRNA-disease associations downloaded from circR2Disease database (http://bioinfo.snnu.edu.cn/CircR2Disease/). Then, we integrate disease functional similarity scores and circRNA semantic similarity scores with their related GIP kernel similarity scores to construct a heterogeneous network made up of three sub-networks: disease similarity network, circRNA similarity network and circRNA-disease association network. Finally, we compute an association score for each circRNA-disease pair based on paths connecting them in the heterogeneous network to determine whether this circRNA-disease pair is associated. We adopt leave one out cross validation (LOOCV) and five-fold cross validations to evaluate the performance of our proposed method. In addition, three common diseases, Breast Cancer, Gastric Cancer and Colorectal Cancer, are used for case studies. Experimental results illustrate the reliability and usefulness of our computational method in terms of different validation measures, which indicates PWCDA can effectively predict potential circRNA-disease associations.","Lei X
Fang Z
Chen L
Wu FX
","(PMID:30384427
)",PWCDA: Path Weighted Method for Predicting circRNA-Disease Associations.,https://europepmc.org/abstract/MED/30384427%0A
